Date,Open,High,Low,Close,Volume,Adj Close
1994-01-31,478.70001,482.85001,469.28,469.81,334214000,469.81
1994-01-24,474.72,479.75,470.26999,478.70001,317464000,478.70001
1994-01-17,474.91,475.56,472.20999,474.72,302198000,474.72
1994-01-10,469.89999,475.32001,469.54999,474.91,303712000,474.91
1994-01-03,466.51001,470.26001,464.35999,469.89999,337530000,469.89999
1993-12-27,467.39999,471.29001,466.45001,466.45001,201236000,466.45001
1993-12-20,466.38,468.97,464.03,467.38,257237500,467.38
1993-12-13,463.92999,466.38,461.84,466.38,302354000,466.38
1993-12-06,464.89001,466.89001,462.66,463.92999,285142000,463.92999
1993-11-29,463.06,464.89001,460.45001,464.89001,275594000,464.89001
1993-11-22,462.60001,463.63,457.07999,463.06,215345000,463.06
1993-11-15,465.39001,467.23999,460.03,462.60001,297682000,462.60001
1993-11-08,459.57001,465.84,458.78,465.39001,280842000,465.39001
1993-11-01,467.82999,469.10999,454.35999,459.57001,312648000,459.57001
1993-10-25,463.26999,468.76001,462.04999,467.82999,279292000,467.82999
1993-10-18,469.50,470.04001,463.26999,463.26999,306138000,463.26999
1993-10-11,460.31,471.10001,460.31,469.50,291320000,469.50
1993-10-04,461.28,463.14999,456.39999,460.31,259966000,460.31
1993-09-27,457.63,462.17001,457.63,461.28,260758000,461.28
1993-09-20,458.84,459.91,449.64001,457.63,270804000,457.63
1993-09-13,461.70001,463.38,456.31,458.82999,281820000,458.82999
1993-09-07,461.34,462.07001,453.75,461.72,260155000,461.72
1993-08-30,460.54001,463.79999,459.91,461.34,229816000,461.34
1993-08-23,456.12,462.87,454.29001,460.54001,247012000,460.54001
1993-08-16,450.25,456.98999,450.25,456.16,275606000,456.16
1993-08-09,448.67999,451.63,447.53,450.14001,249900000,450.14001
